/home/rgundaka/miniconda3/envs/rishig/lib/python3.6/site-packages/torch/functional.py:445: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at  ../aten/src/ATen/native/TensorShape.cpp:2157.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
wandb: Currently logged in as: rishigundakaram (use `wandb login --relogin` to force relogin)
loading data
loaded data
wandb: wandb version 0.12.17 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.12.10
wandb: Syncing run fluent-plasma-74
wandb: ⭐️ View project at https://wandb.ai/rishigundakaram/CPINO
wandb: 🚀 View run at https://wandb.ai/rishigundakaram/CPINO/runs/ulefwnvo
wandb: Run data is saved locally in /central/groups/tensorlab/rgundaka/code/PINO/CPINO/experiments/Darcy_pino/wandb/run-20220531_135432-ulefwnvo
wandb: Run `wandb offline` to turn off syncing.


  0% 0/300 [00:00<?, ?it/s]
Epoch: 0, train loss: 0.89502, f_loss: 0.89502, data loss: 0.86100:   0% 0/300 [00:02<?, ?it/s]
Epoch: 0, train loss: 0.89502, f_loss: 0.89502, data loss: 0.86100:   0% 1/300 [00:02<14:04,  2.82s/it]
Epoch: 1, train loss: 0.71807, f_loss: 0.71807, data loss: 0.68452:   0% 1/300 [00:05<14:04,  2.82s/it]
Epoch: 1, train loss: 0.71807, f_loss: 0.71807, data loss: 0.68452:   1% 2/300 [00:05<13:22,  2.69s/it]
Epoch: 2, train loss: 0.61164, f_loss: 0.61164, data loss: 0.53396:   1% 2/300 [00:07<13:22,  2.69s/it]
Epoch: 2, train loss: 0.61164, f_loss: 0.61164, data loss: 0.53396:   1% 3/300 [00:07<12:55,  2.61s/it]
Epoch: 3, train loss: 0.54996, f_loss: 0.54996, data loss: 0.44046:   1% 3/300 [00:10<12:55,  2.61s/it]
Epoch: 3, train loss: 0.54996, f_loss: 0.54996, data loss: 0.44046:   1% 4/300 [00:10<12:34,  2.55s/it]
Epoch: 4, train loss: 0.50265, f_loss: 0.50265, data loss: 0.37378:   1% 4/300 [00:12<12:34,  2.55s/it]
Epoch: 4, train loss: 0.50265, f_loss: 0.50265, data loss: 0.37378:   2% 5/300 [00:12<12:22,  2.52s/it]
Epoch: 5, train loss: 0.46298, f_loss: 0.46298, data loss: 0.32030:   2% 5/300 [00:15<12:22,  2.52s/it]
Epoch: 5, train loss: 0.46298, f_loss: 0.46298, data loss: 0.32030:   2% 6/300 [00:15<12:13,  2.49s/it]
Epoch: 6, train loss: 0.43489, f_loss: 0.43489, data loss: 0.28378:   2% 6/300 [00:17<12:13,  2.49s/it]
Epoch: 6, train loss: 0.43489, f_loss: 0.43489, data loss: 0.28378:   2% 7/300 [00:17<12:06,  2.48s/it]
Epoch: 7, train loss: 0.40912, f_loss: 0.40912, data loss: 0.25340:   2% 7/300 [00:19<12:06,  2.48s/it]
Epoch: 18, train loss: 0.27691, f_loss: 0.27691, data loss: 0.12545:   6% 19/300 [00:46<11:22,  2.43s/it]
Epoch: 19, train loss: 0.26941, f_loss: 0.26941, data loss: 0.11915:   6% 19/300 [00:48<11:22,  2.43s/it]
Epoch: 19, train loss: 0.26941, f_loss: 0.26941, data loss: 0.11915:   7% 20/300 [00:48<11:19,  2.43s/it]
Epoch: 20, train loss: 0.26660, f_loss: 0.26660, data loss: 0.11718:   7% 20/300 [00:51<11:19,  2.43s/it]
Epoch: 20, train loss: 0.26660, f_loss: 0.26660, data loss: 0.11718:   7% 21/300 [00:51<11:16,  2.43s/it]
Epoch: 21, train loss: 0.26682, f_loss: 0.26682, data loss: 0.11545:   7% 21/300 [00:53<11:16,  2.43s/it]
Epoch: 21, train loss: 0.26682, f_loss: 0.26682, data loss: 0.11545:   7% 22/300 [00:53<11:14,  2.42s/it]
Epoch: 22, train loss: 0.25972, f_loss: 0.25972, data loss: 0.11103:   7% 22/300 [00:56<11:14,  2.42s/it]
Epoch: 22, train loss: 0.25972, f_loss: 0.25972, data loss: 0.11103:   8% 23/300 [00:56<11:11,  2.42s/it]
Epoch: 23, train loss: 0.25818, f_loss: 0.25818, data loss: 0.10892:   8% 23/300 [00:58<11:11,  2.42s/it]
Epoch: 23, train loss: 0.25818, f_loss: 0.25818, data loss: 0.10892:   8% 24/300 [00:58<11:08,  2.42s/it]
Epoch: 24, train loss: 0.25613, f_loss: 0.25613, data loss: 0.10778:   8% 24/300 [01:01<11:08,  2.42s/it]
Epoch: 24, train loss: 0.25613, f_loss: 0.25613, data loss: 0.10778:   8% 25/300 [01:01<11:06,  2.42s/it]
Epoch: 25, train loss: 0.25139, f_loss: 0.25139, data loss: 0.10381:   8% 25/300 [01:03<11:06,  2.42s/it]
Epoch: 25, train loss: 0.25139, f_loss: 0.25139, data loss: 0.10381:   9% 26/300 [01:03<11:03,  2.42s/it]
Epoch: 26, train loss: 0.25083, f_loss: 0.25083, data loss: 0.10287:   9% 26/300 [01:05<11:03,  2.42s/it]
Epoch: 26, train loss: 0.25083, f_loss: 0.25083, data loss: 0.10287:   9% 27/300 [01:05<11:01,  2.42s/it]
Epoch: 27, train loss: 0.24004, f_loss: 0.24004, data loss: 0.09590:   9% 27/300 [01:08<11:01,  2.42s/it]
Epoch: 27, train loss: 0.24004, f_loss: 0.24004, data loss: 0.09590:   9% 28/300 [01:08<10:58,  2.42s/it]
Epoch: 28, train loss: 0.23736, f_loss: 0.23736, data loss: 0.09460:   9% 28/300 [01:10<10:58,  2.42s/it]
Epoch: 28, train loss: 0.23736, f_loss: 0.23736, data loss: 0.09460:  10% 29/300 [01:10<10:56,  2.42s/it]
Epoch: 29, train loss: 0.23527, f_loss: 0.23527, data loss: 0.09246:  10% 29/300 [01:13<10:56,  2.42s/it]
Epoch: 29, train loss: 0.23527, f_loss: 0.23527, data loss: 0.09246:  10% 30/300 [01:13<10:53,  2.42s/it]
Epoch: 30, train loss: 0.23117, f_loss: 0.23117, data loss: 0.08997:  10% 30/300 [01:15<10:53,  2.42s/it]
Epoch: 30, train loss: 0.23117, f_loss: 0.23117, data loss: 0.08997:  10% 31/300 [01:15<10:50,  2.42s/it]
Epoch: 31, train loss: 0.22942, f_loss: 0.22942, data loss: 0.08834:  10% 31/300 [01:17<10:50,  2.42s/it]
Epoch: 31, train loss: 0.22942, f_loss: 0.22942, data loss: 0.08834:  11% 32/300 [01:17<10:48,  2.42s/it]
Epoch: 32, train loss: 0.23012, f_loss: 0.23012, data loss: 0.08787:  11% 32/300 [01:20<10:48,  2.42s/it]
Epoch: 32, train loss: 0.23012, f_loss: 0.23012, data loss: 0.08787:  11% 33/300 [01:20<10:45,  2.42s/it]
Epoch: 33, train loss: 0.22801, f_loss: 0.22801, data loss: 0.08712:  11% 33/300 [01:22<10:45,  2.42s/it]
Epoch: 33, train loss: 0.22801, f_loss: 0.22801, data loss: 0.08712:  11% 34/300 [01:22<10:43,  2.42s/it]
Epoch: 34, train loss: 0.22276, f_loss: 0.22276, data loss: 0.08365:  11% 34/300 [01:25<10:43,  2.42s/it]
Epoch: 34, train loss: 0.22276, f_loss: 0.22276, data loss: 0.08365:  12% 35/300 [01:25<10:41,  2.42s/it]
Epoch: 35, train loss: 0.21749, f_loss: 0.21749, data loss: 0.08108:  12% 35/300 [01:27<10:41,  2.42s/it]
Epoch: 35, train loss: 0.21749, f_loss: 0.21749, data loss: 0.08108:  12% 36/300 [01:27<10:38,  2.42s/it]
Epoch: 36, train loss: 0.21327, f_loss: 0.21327, data loss: 0.07804:  12% 36/300 [01:30<10:38,  2.42s/it]
Epoch: 36, train loss: 0.21327, f_loss: 0.21327, data loss: 0.07804:  12% 37/300 [01:30<10:36,  2.42s/it]
Epoch: 37, train loss: 0.21177, f_loss: 0.21177, data loss: 0.07657:  12% 37/300 [01:32<10:36,  2.42s/it]
Epoch: 37, train loss: 0.21177, f_loss: 0.21177, data loss: 0.07657:  13% 38/300 [01:32<10:33,  2.42s/it]
Epoch: 38, train loss: 0.21039, f_loss: 0.21039, data loss: 0.07614:  13% 38/300 [01:34<10:33,  2.42s/it]
Epoch: 38, train loss: 0.21039, f_loss: 0.21039, data loss: 0.07614:  13% 39/300 [01:34<10:31,  2.42s/it]
Epoch: 39, train loss: 0.20771, f_loss: 0.20771, data loss: 0.07418:  13% 39/300 [01:37<10:31,  2.42s/it]
Epoch: 39, train loss: 0.20771, f_loss: 0.20771, data loss: 0.07418:  13% 40/300 [01:37<10:28,  2.42s/it]
Epoch: 40, train loss: 0.21083, f_loss: 0.21083, data loss: 0.07512:  13% 40/300 [01:39<10:28,  2.42s/it]
Epoch: 40, train loss: 0.21083, f_loss: 0.21083, data loss: 0.07512:  14% 41/300 [01:39<10:26,  2.42s/it]
Epoch: 41, train loss: 0.20525, f_loss: 0.20525, data loss: 0.07285:  14% 41/300 [01:42<10:26,  2.42s/it]
Epoch: 41, train loss: 0.20525, f_loss: 0.20525, data loss: 0.07285:  14% 42/300 [01:42<10:23,  2.42s/it]
Epoch: 42, train loss: 0.20470, f_loss: 0.20470, data loss: 0.07153:  14% 42/300 [01:44<10:23,  2.42s/it]
Epoch: 42, train loss: 0.20470, f_loss: 0.20470, data loss: 0.07153:  14% 43/300 [01:44<10:21,  2.42s/it]
Epoch: 43, train loss: 0.20365, f_loss: 0.20365, data loss: 0.07148:  14% 43/300 [01:46<10:21,  2.42s/it]
Epoch: 43, train loss: 0.20365, f_loss: 0.20365, data loss: 0.07148:  15% 44/300 [01:46<10:19,  2.42s/it]
Epoch: 44, train loss: 0.20676, f_loss: 0.20676, data loss: 0.07228:  15% 44/300 [01:49<10:19,  2.42s/it]
Epoch: 44, train loss: 0.20676, f_loss: 0.20676, data loss: 0.07228:  15% 45/300 [01:49<10:16,  2.42s/it]
Epoch: 45, train loss: 0.21290, f_loss: 0.21290, data loss: 0.07508:  15% 45/300 [01:51<10:16,  2.42s/it]
Epoch: 45, train loss: 0.21290, f_loss: 0.21290, data loss: 0.07508:  15% 46/300 [01:51<10:14,  2.42s/it]
Epoch: 46, train loss: 0.20541, f_loss: 0.20541, data loss: 0.07185:  15% 46/300 [01:54<10:14,  2.42s/it]
Epoch: 46, train loss: 0.20541, f_loss: 0.20541, data loss: 0.07185:  16% 47/300 [01:54<10:11,  2.42s/it]
Epoch: 47, train loss: 0.19793, f_loss: 0.19793, data loss: 0.06783:  16% 47/300 [01:56<10:11,  2.42s/it]
Epoch: 47, train loss: 0.19793, f_loss: 0.19793, data loss: 0.06783:  16% 48/300 [01:56<10:09,  2.42s/it]
Epoch: 48, train loss: 0.20382, f_loss: 0.20382, data loss: 0.06997:  16% 48/300 [01:59<10:09,  2.42s/it]
Epoch: 48, train loss: 0.20382, f_loss: 0.20382, data loss: 0.06997:  16% 49/300 [01:59<10:06,  2.42s/it]
Epoch: 49, train loss: 0.19372, f_loss: 0.19372, data loss: 0.06566:  16% 49/300 [02:01<10:06,  2.42s/it]
Epoch: 49, train loss: 0.19372, f_loss: 0.19372, data loss: 0.06566:  17% 50/300 [02:01<10:04,  2.42s/it]
Epoch: 50, train loss: 0.19158, f_loss: 0.19158, data loss: 0.06384:  17% 50/300 [02:03<10:04,  2.42s/it]
Epoch: 50, train loss: 0.19158, f_loss: 0.19158, data loss: 0.06384:  17% 51/300 [02:03<10:02,  2.42s/it]
Epoch: 51, train loss: 0.18890, f_loss: 0.18890, data loss: 0.06277:  17% 51/300 [02:06<10:02,  2.42s/it]
Epoch: 51, train loss: 0.18890, f_loss: 0.18890, data loss: 0.06277:  17% 52/300 [02:06<09:59,  2.42s/it]
Epoch: 52, train loss: 0.18685, f_loss: 0.18685, data loss: 0.06158:  17% 52/300 [02:08<09:59,  2.42s/it]
Epoch: 52, train loss: 0.18685, f_loss: 0.18685, data loss: 0.06158:  18% 53/300 [02:08<09:57,  2.42s/it]
Epoch: 53, train loss: 0.18780, f_loss: 0.18780, data loss: 0.06157:  18% 53/300 [02:11<09:57,  2.42s/it]
Epoch: 53, train loss: 0.18780, f_loss: 0.18780, data loss: 0.06157:  18% 54/300 [02:11<09:54,  2.42s/it]
Epoch: 54, train loss: 0.18648, f_loss: 0.18648, data loss: 0.06078:  18% 54/300 [02:13<09:54,  2.42s/it]
Epoch: 54, train loss: 0.18648, f_loss: 0.18648, data loss: 0.06078:  18% 55/300 [02:13<09:52,  2.42s/it]
Epoch: 55, train loss: 0.18692, f_loss: 0.18692, data loss: 0.06054:  18% 55/300 [02:15<09:52,  2.42s/it]
Epoch: 55, train loss: 0.18692, f_loss: 0.18692, data loss: 0.06054:  19% 56/300 [02:15<09:49,  2.42s/it]
Epoch: 56, train loss: 0.18377, f_loss: 0.18377, data loss: 0.05934:  19% 56/300 [02:18<09:49,  2.42s/it]
Epoch: 56, train loss: 0.18377, f_loss: 0.18377, data loss: 0.05934:  19% 57/300 [02:18<09:47,  2.42s/it]
Epoch: 57, train loss: 0.18467, f_loss: 0.18467, data loss: 0.05923:  19% 57/300 [02:20<09:47,  2.42s/it]
Epoch: 57, train loss: 0.18467, f_loss: 0.18467, data loss: 0.05923:  19% 58/300 [02:20<09:44,  2.42s/it]
Epoch: 58, train loss: 0.18421, f_loss: 0.18421, data loss: 0.05928:  19% 58/300 [02:23<09:44,  2.42s/it]
Epoch: 58, train loss: 0.18421, f_loss: 0.18421, data loss: 0.05928:  20% 59/300 [02:23<09:42,  2.42s/it]
Epoch: 59, train loss: 0.18252, f_loss: 0.18252, data loss: 0.05831:  20% 59/300 [02:25<09:42,  2.42s/it]
Epoch: 59, train loss: 0.18252, f_loss: 0.18252, data loss: 0.05831:  20% 60/300 [02:25<09:40,  2.42s/it]
Epoch: 60, train loss: 0.18417, f_loss: 0.18417, data loss: 0.05913:  20% 60/300 [02:28<09:40,  2.42s/it]
Epoch: 60, train loss: 0.18417, f_loss: 0.18417, data loss: 0.05913:  20% 61/300 [02:28<09:37,  2.42s/it]
Epoch: 61, train loss: 0.18199, f_loss: 0.18199, data loss: 0.05749:  20% 61/300 [02:30<09:37,  2.42s/it]
Epoch: 61, train loss: 0.18199, f_loss: 0.18199, data loss: 0.05749:  21% 62/300 [02:30<09:35,  2.42s/it]
Epoch: 62, train loss: 0.18691, f_loss: 0.18691, data loss: 0.05937:  21% 62/300 [02:32<09:35,  2.42s/it]
Epoch: 62, train loss: 0.18691, f_loss: 0.18691, data loss: 0.05937:  21% 63/300 [02:32<09:32,  2.41s/it]
Epoch: 63, train loss: 0.18003, f_loss: 0.18003, data loss: 0.05725:  21% 63/300 [02:35<09:32,  2.41s/it]
Epoch: 63, train loss: 0.18003, f_loss: 0.18003, data loss: 0.05725:  21% 64/300 [02:35<09:29,  2.41s/it]
Epoch: 64, train loss: 0.17628, f_loss: 0.17628, data loss: 0.05482:  21% 64/300 [02:37<09:29,  2.41s/it]
Epoch: 64, train loss: 0.17628, f_loss: 0.17628, data loss: 0.05482:  22% 65/300 [02:37<09:27,  2.41s/it]
Epoch: 65, train loss: 0.17398, f_loss: 0.17398, data loss: 0.05358:  22% 65/300 [02:40<09:27,  2.41s/it]
Epoch: 65, train loss: 0.17398, f_loss: 0.17398, data loss: 0.05358:  22% 66/300 [02:40<09:25,  2.42s/it]
Epoch: 66, train loss: 0.17236, f_loss: 0.17236, data loss: 0.05282:  22% 66/300 [02:42<09:25,  2.42s/it]
Epoch: 66, train loss: 0.17236, f_loss: 0.17236, data loss: 0.05282:  22% 67/300 [02:42<09:22,  2.41s/it]
Epoch: 67, train loss: 0.17285, f_loss: 0.17285, data loss: 0.05322:  22% 67/300 [02:44<09:22,  2.41s/it]
Epoch: 67, train loss: 0.17285, f_loss: 0.17285, data loss: 0.05322:  23% 68/300 [02:44<09:20,  2.42s/it]
Epoch: 68, train loss: 0.17204, f_loss: 0.17204, data loss: 0.05263:  23% 68/300 [02:47<09:20,  2.42s/it]
Epoch: 68, train loss: 0.17204, f_loss: 0.17204, data loss: 0.05263:  23% 69/300 [02:47<09:17,  2.42s/it]
Epoch: 69, train loss: 0.17075, f_loss: 0.17075, data loss: 0.05185:  23% 69/300 [02:49<09:17,  2.42s/it]
Epoch: 69, train loss: 0.17075, f_loss: 0.17075, data loss: 0.05185:  23% 70/300 [02:49<09:15,  2.42s/it]
Epoch: 70, train loss: 0.17256, f_loss: 0.17256, data loss: 0.05230:  23% 70/300 [02:52<09:15,  2.42s/it]
Epoch: 70, train loss: 0.17256, f_loss: 0.17256, data loss: 0.05230:  24% 71/300 [02:52<09:13,  2.42s/it]
Epoch: 71, train loss: 0.17156, f_loss: 0.17156, data loss: 0.05173:  24% 71/300 [02:54<09:13,  2.42s/it]
Epoch: 71, train loss: 0.17156, f_loss: 0.17156, data loss: 0.05173:  24% 72/300 [02:54<09:10,  2.42s/it]
Epoch: 72, train loss: 0.16992, f_loss: 0.16992, data loss: 0.05129:  24% 72/300 [02:57<09:10,  2.42s/it]
Epoch: 72, train loss: 0.16992, f_loss: 0.16992, data loss: 0.05129:  24% 73/300 [02:57<09:08,  2.42s/it]
Epoch: 73, train loss: 0.16785, f_loss: 0.16785, data loss: 0.05032:  24% 73/300 [02:59<09:08,  2.42s/it]
Epoch: 73, train loss: 0.16785, f_loss: 0.16785, data loss: 0.05032:  25% 74/300 [02:59<09:05,  2.41s/it]
Epoch: 74, train loss: 0.16877, f_loss: 0.16877, data loss: 0.05042:  25% 74/300 [03:01<09:05,  2.41s/it]
Epoch: 74, train loss: 0.16877, f_loss: 0.16877, data loss: 0.05042:  25% 75/300 [03:01<09:03,  2.41s/it]
Epoch: 75, train loss: 0.16745, f_loss: 0.16745, data loss: 0.04990:  25% 75/300 [03:04<09:03,  2.41s/it]
Epoch: 75, train loss: 0.16745, f_loss: 0.16745, data loss: 0.04990:  25% 76/300 [03:04<09:00,  2.41s/it]
Epoch: 76, train loss: 0.16904, f_loss: 0.16904, data loss: 0.05029:  25% 76/300 [03:06<09:00,  2.41s/it]
Epoch: 76, train loss: 0.16904, f_loss: 0.16904, data loss: 0.05029:  26% 77/300 [03:06<08:58,  2.41s/it]
Epoch: 77, train loss: 0.16992, f_loss: 0.16992, data loss: 0.05065:  26% 77/300 [03:09<08:58,  2.41s/it]
Epoch: 77, train loss: 0.16992, f_loss: 0.16992, data loss: 0.05065:  26% 78/300 [03:09<08:56,  2.41s/it]
Epoch: 78, train loss: 0.17627, f_loss: 0.17627, data loss: 0.05337:  26% 78/300 [03:11<08:56,  2.41s/it]
Epoch: 78, train loss: 0.17627, f_loss: 0.17627, data loss: 0.05337:  26% 79/300 [03:11<08:53,  2.41s/it]
Epoch: 79, train loss: 0.16733, f_loss: 0.16733, data loss: 0.04948:  26% 79/300 [03:13<08:53,  2.41s/it]
Epoch: 79, train loss: 0.16733, f_loss: 0.16733, data loss: 0.04948:  27% 80/300 [03:13<08:51,  2.41s/it]
Epoch: 80, train loss: 0.16202, f_loss: 0.16202, data loss: 0.04721:  27% 80/300 [03:16<08:51,  2.41s/it]
Epoch: 80, train loss: 0.16202, f_loss: 0.16202, data loss: 0.04721:  27% 81/300 [03:16<08:48,  2.41s/it]
Epoch: 81, train loss: 0.16066, f_loss: 0.16066, data loss: 0.04674:  27% 81/300 [03:18<08:48,  2.41s/it]
Epoch: 81, train loss: 0.16066, f_loss: 0.16066, data loss: 0.04674:  27% 82/300 [03:18<08:45,  2.41s/it]
Epoch: 82, train loss: 0.16076, f_loss: 0.16076, data loss: 0.04641:  27% 82/300 [03:21<08:45,  2.41s/it]
Epoch: 82, train loss: 0.16076, f_loss: 0.16076, data loss: 0.04641:  28% 83/300 [03:21<08:43,  2.41s/it]
Epoch: 83, train loss: 0.16046, f_loss: 0.16046, data loss: 0.04635:  28% 83/300 [03:23<08:43,  2.41s/it]
Epoch: 83, train loss: 0.16046, f_loss: 0.16046, data loss: 0.04635:  28% 84/300 [03:23<08:41,  2.41s/it]
Epoch: 84, train loss: 0.15959, f_loss: 0.15959, data loss: 0.04560:  28% 84/300 [03:25<08:41,  2.41s/it]
Epoch: 84, train loss: 0.15959, f_loss: 0.15959, data loss: 0.04560:  28% 85/300 [03:25<08:38,  2.41s/it]
Epoch: 85, train loss: 0.16581, f_loss: 0.16581, data loss: 0.04822:  28% 85/300 [03:28<08:38,  2.41s/it]
Epoch: 85, train loss: 0.16581, f_loss: 0.16581, data loss: 0.04822:  29% 86/300 [03:28<08:36,  2.41s/it]
Epoch: 86, train loss: 0.16131, f_loss: 0.16131, data loss: 0.04630:  29% 86/300 [03:30<08:36,  2.41s/it]
Epoch: 86, train loss: 0.16131, f_loss: 0.16131, data loss: 0.04630:  29% 87/300 [03:30<08:33,  2.41s/it]
Epoch: 87, train loss: 0.15834, f_loss: 0.15834, data loss: 0.04554:  29% 87/300 [03:33<08:33,  2.41s/it]
Epoch: 87, train loss: 0.15834, f_loss: 0.15834, data loss: 0.04554:  29% 88/300 [03:33<08:30,  2.41s/it]
Epoch: 88, train loss: 0.15631, f_loss: 0.15631, data loss: 0.04411:  29% 88/300 [03:35<08:30,  2.41s/it]
Epoch: 88, train loss: 0.15631, f_loss: 0.15631, data loss: 0.04411:  30% 89/300 [03:35<08:28,  2.41s/it]
Epoch: 89, train loss: 0.15259, f_loss: 0.15259, data loss: 0.04284:  30% 89/300 [03:37<08:28,  2.41s/it]
Epoch: 89, train loss: 0.15259, f_loss: 0.15259, data loss: 0.04284:  30% 90/300 [03:37<08:25,  2.41s/it]
Epoch: 90, train loss: 0.15188, f_loss: 0.15188, data loss: 0.04226:  30% 90/300 [03:40<08:25,  2.41s/it]
Epoch: 90, train loss: 0.15188, f_loss: 0.15188, data loss: 0.04226:  30% 91/300 [03:40<08:22,  2.40s/it]
Epoch: 91, train loss: 0.15703, f_loss: 0.15703, data loss: 0.04432:  30% 91/300 [03:42<08:22,  2.40s/it]
Epoch: 91, train loss: 0.15703, f_loss: 0.15703, data loss: 0.04432:  31% 92/300 [03:42<08:19,  2.40s/it]
Epoch: 92, train loss: 0.15746, f_loss: 0.15746, data loss: 0.04401:  31% 92/300 [03:45<08:19,  2.40s/it]
Epoch: 92, train loss: 0.15746, f_loss: 0.15746, data loss: 0.04401:  31% 93/300 [03:45<08:16,  2.40s/it]
